"Del Insko","1931-7-10"," harness racer."
"Jerry Herman","1933-7-10"," Broadway composer"
"Pyotr I. Klimuk","1942-7-10"," 30)."
"Arthur Ashe","1943-7-10"," tennis pro."
"Virginia Wade","1945-7-10"," tennis star"
"Sue Lyon","1946-7-10"," in Iowa"
"Arlo Guthrie","1947-7-10"," City of New Orleans)."
"Thomas Bowdler","1754-7-11"," bowdlerized Shakespeare."
"John Quincy Adams","1767-7-11"," Mass"
"John Wanamaker","1838-7-11"," merchant"
"E.B. White","1899-7-11"," The Elements of Style)."
"Yasonari Kawabata","1899-7-11"," Japanese novelist (Thousand Cranes) (Nobel 1968)."
"Yul Brynner","1920-7-11"," The Ten Commandments)."
"Tab Hunter","1931-7-11"," Actor."
"Bonnie Pointer","1951-7-11"," Singer"
"Leon Spinks","1953-7-11"," world heavyweight boxing champ (1978)."
"Julius C‘sar","100-7-12"," born B.C. - Roman Emperor"
"Josiah Wedgewood","1730-7-12"," manufacturer."
"Henry David Thoreau","1817-7-12"," Naturalist-author in Concord Mass"
"Sir William Osler","1849-7-12"," author."
"George Eastman","1854-7-12"," invented Kodak camera in Waterville NY"
"Stefan George","1868-7-12"," German lyric poet."
"Oscar Hammerstein II","1895-7-12"," lyricist who worked with Richard Rodgers"
"R Buckminster Fuller","1895-7-12"," architect (invented geodesic dome)"
"Pablo Neruda","1904-7-12"," Chilean poet (Residence on Earth) (Nobel 1971)."
"Milton Berle","1908-7-12"," (Uncle Miltie-Mr Television)"
"Andrew Wyeth","1917-7-12"," American painter."
"Mark Hatfield","1922-7-12"," (R-Ore-Sen)"
"Van Cliburn","1934-7-12"," Pianist"
"Bill Cosby","1937-7-12"," comedian."
"Denise Nichols","1944-7-12"," in Detroit"
"John Clare","1793-7-13"," the Northamptonshire peasant poet."
"Mary Emma Wooley","1863-7-13"," educator"
"Alexei S. Yeliseyev","1934-7-13"," 10)."
"Jack Kemp","1935-7-13"," right-wing"
"Harrison Ford","1942-7-13"," Indiana Jones)."
"Cheech Marin","1946-7-13"," comedian (of Cheech and Chong)."
"Andrea del Sarto","1486-7-14"," Italian painter."
"Irving Stone","1903-7-14"," author."
"Isaac Bashevis Singer","1904-7-14"," Yiddish novelist (Enemies) (Nobel 1978)."
"Tom Carvel","1906-7-14"," Ice Cream Mogul"
"Terry-Thomas","1911-7-14"," English Actor."
"Woodie Guthrie","1912-7-14"," US folk singer."
"Gerald R. Ford","1913-7-14"," 38th pres (1974-77)."
"Douglas Edwards","1917-7-14"," CBS newscaster"
"Ingmar Bergman","1918-7-14"," film maker (Through a Glass Darkly)."
"Jay Wright Forrester","1918-7-14"," invented RAM"
"Dale Robertson","1923-7-14"," Actor."
"John Chancellor","1927-7-14"," TV journalist (NBC)."
"Polly Bergen","1930-7-14"," in Tennessee"
"Rosey Grier","1932-7-14"," Football player-turned-Actor"
"Lynn Loring","1943-7-14"," NYC"
"Inigo Jones","1573-7-15"," English architect."
"Rembrandt van Rijn","1606-7-15"," Dutch painter."
"Clement Clarke Moore","1779-7-15"," American author ('Twas the Night Before Xmas)."
"St. Frances Xavier Cabrini","1850-7-15"," 1st US saint."
"Jean Rey","1902-7-15"," of Belgium - president of European Commission (1967-70)."
"Iris Murdoch","1919-7-15"," Irish novelist."
"Nina Van Pallandt","1932-7-15"," in Coopenhagen Denmark"
"Ken Kercheval","1935-7-15","Ken Kercheval"
"Alex Karras","1935-7-15","Alex Karras"
"Joan Rivers","1936-7-15"," in Bkln - Can we talk"
"Jan-Michael Vincent","1944-7-15"," Actor."
"Linda Ronstadt","1946-7-15"," in Tucson Arizona - A different beat"
"Kim Alexis","1960-7-15"," in Lockport NY - Sports Illustrated swimsuit cover"
"John Kay","1704-7-16"," inventor of the flying shuttle."
"Sir Joshua Reynolds","1723-7-16"," English portrait painter."
"Giuseppe Piazzi","1746-7-16"," Ceres."
"Mary Baker Eddy","1821-7-16"," founder of Christian Science (Science and Health)."
"Eugne Ysa˜e","1858-7-16"," composer."
"Frits Zernike","1888-7-16"," inventor of phase-contrast microscope (Nobel 1953)."
"Trygve Lie","1896-7-16"," 1st sec-general of UN (1946-52)."
"Barbara Stanwyck","1907-7-16"," Actress"
"Orville Redenbacher","1907-7-16"," popcorn king"
"Ginger Rogers","1911-7-16"," Actress in Independence Mo"
"Laverne Andrews","1915-7-16"," Andrew Sister (or 0706)"
"Bernard Hughes","1915-7-16","Bernard Hughes"
"Bess Myerson","1924-7-16"," Miss America 1944"
"Milly Vitale","1932-7-16","Milly Vitale"
"Margaret Smith Court","1942-7-16"," Australian tennis pro."
"Ruben Blades","1948-7-16"," Singer"
"Pinchas Zukerman","1948-7-16"," violinist."
"Stewart Copeland","1952-7-16","Stewart Copeland"
"Isaac Watts","1674-7-17"," writer & preacher"
"Elbridge Gerry","1744-7-17"," invented gerrymandering."
"John Jacob Astor","1763-7-17"," merchant"
"Mu¤oz Rivera","1859-7-17"," journalist."
"Shmuel Agnon","1888-7-17"," Israeli novelist (Day Before Yesterday) (Nobel 1966)."
"Erle Stanley Gardner","1889-7-17"," created Perry Mason."
"James Cagney","1900-7-17"," hold that grapefruit."
"Art Linkletter","1912-7-17"," TV host."
"Phyllis Diller","1917-7-17"," comedien"
"Pat McCormick","1934-7-17"," Comedy writer"
"Donald Sutherland","1934-7-17"," (M*A*S*H)"
"Diahann Carroll","1935-7-17"," Bronx NY"
"P.D.Q. Bach (Peter Schickele)","1935-7-17"," composer."
"Daryle Lamonica","1941-7-17"," Oakland Raiders quarterback."
"Lucie Arnaz","1951-7-17"," in California"
"Phoebe Snow","1952-7-17"," Singer"
"David Hasselhoff","1952-7-17","David Hasselhoff"
"Gilbert White","1720-7-18"," "the father of British naturalists.""
"William Makepeace Thackeray","1811-7-18"," Victorian novelist (Vanity Fair)."
"William Gilbert Grace","1848-7-18"," Victorian England's greatest cricketer"
"Hendrik Antoon Lorentz","1853-7-18"," Dutch physicist (Nobel 1902)."
"S.I. Hayakawa","1906-7-18"," US senator from California."
"Clifford Odets","1906-7-18"," dramatist"
"Hume Cronyn","1911-7-18","Hume Cronyn"
"Red Skelton","1913-7-18"," comedian"
"Harriet Hilliard Nelson","1916-7-18"," Actress."
"Pamela Brown","1918-7-18","Pamela Brown"
"Sen John Glenn","1921-7-18"," astronaut (1st American in orbit) D-Ohio"
"Dick Button","1929-7-18"," Skating champion & commentator"
"Yevgeny Yevtushenko","1933-7-18"," Russian poet (Bratsk Station)."
"Martha Reeves","1941-7-18"," in Detroit Michigan & the Vandellas"
"Marcia Jones Smoke","1941-7-18"," canoer."
"Elizabeth McGovern","1961-7-18"," in Evanston Illinois"
"Samuel Colt","1814-7-19"," invented Colt Revolver"
"Edgar Degas","1834-7-19"," French impressionist painter."
"Charles Edward Pickering","1846-7-19"," pioneer American spectroscopist"
"Charles Horace Mayo","1865-7-19"," cofounder of Mayo Clinic."
"Vladimir Mayakovsky","1893-7-19"," Soviet poet."
"A.J. Cronin","1896-7-19"," English author."
"William W. Scranton","1917-7-19"," (R-Gov-Pa)"
"George McGovern","1922-7-19"," pres candidate"
"Pat Hingle","1924-7-19","Pat Hingle"
"Vicki Carr","1941-7-19"," in El Paso Texas"
"Dennis Cole","1943-7-19","Dennis Cole"
"Ilie Nastase","1946-7-19"," Tennis player"
"Petrarch","1304-7-20"," poet"
"Mahmud II","1785-7-20"," reformer."
"Erik Karlfeldt","1864-7-20"," Swedish poet (Nobel 1918-refused; 1931-posthumous)."
"Theda Bara","1890-7-20"," Cleopatra). (or 0729)"
"Sir Edmund Hillary","1919-7-20"," one of 1st two men to scale Mt. Everest."
"Elliot L. Richardson","1920-7-20"," former US attorney general."
"Lola Albright","1924-7-20"," Actress."
"Sally Ann Howes","1930-7-20"," in London England"
"Nelson Doubleday","1933-7-20"," Publisher"
"JoAnn Campbell","1938-7-20"," in Fla - Lawrence Welk's champagne lady"
"Natalie Wood","1938-7-20"," Actress in SF"
"Diana Rigg","1938-7-20"," (Mrs. Peele in The Avengers)."
"Vladimir A. Lyakhov","1941-7-20"," T-9)."
"T. J. Shephard","1944-7-20"," Country singer"
"Kim Carnes","1946-7-20","Kim Carnes"
"Carlos Santana","1947-7-20"," musician."
"Donna Dixon","1957-7-20","Donna Dixon"
"Paul Julius","1816-7-21"," founder of Reuters news service."
"Frances Folsom Cleveland","1864-7-21"," first lady."
"Ernest Hemingway","1899-7-21"," asked for whom the bell tolled... (Nobel 1954)."
"Hart Crane","1899-7-21"," American poet (The Bridge)."
"Marshall McLuhan","1911-7-21"," writer (The Medium is the Massage)."
"Isaac Stern","1920-7-21"," violinist"
"Kay Starr","1922-7-21"," American singer."
"Don Knotts","1924-7-21"," Actor."
"John Gardner","1933-7-21"," Sunlight Dialogues)."
"Christie McVie","1943-7-21"," (Fleetwood Mac)"
"Cat Stevens","1948-7-21"," rocker (Peace Train)"
"Robin Williams","1952-7-21"," comedian (Mork)."
"Philip I (the Handsome)","1478-7-22"," 1st Habsburg king of Spain (1506)."
"Gregor Mendel","1822-7-22"," geneticist who discovered laws of heredity."
"Rev William Archibald Spooner","1844-7-22"," invented 'spoonerisms'"
"Emma Lazarus","1849-7-22"," whose poem was inscribed on the Statue of Liberty"
"Gustav Hertz","1887-7-22"," German quantum physicist (Nobel 1925)."
"Rose Kennedy","1890-7-22"," mother of JFK."
"Steven Vincent Benet","1898-7-22"," writer (The Devil and Daniel Webster)."
"Alexander Calder","1898-7-22"," stabiles)."
"Lucia Albanese","1913-7-22"," opera singer."
"Robert Dole","1923-7-22"," (R-Sen-Ks)"
"Margaret Whiting","1924-7-22"," singer."
"Orson Bean","1928-7-22"," Actor."
"Yuri P. Artyukhin","1930-7-22"," Soviet cosmonaut (Soyuz 14)."
"Oscar de la Renta","1932-7-22"," designer"
"Terrance Stamp","1939-7-22","Terrance Stamp"
"James Cardinal Gibbons","1834-7-23","James Cardinal Gibbons"
"Haile Selassie","1892-7-23"," emperor of Ethiopia (1930-74)."
"Pee Wee Reese","1919-7-23"," baseball player."
"Gloria DeHaven","1925-7-23"," Actress"
"Don Drysdale","1936-7-23"," Dodger pitcher"
"Sim¢n Bol¡var","1783-7-24"," freed 6 Latin American republics from Spanish rule."
"Alexandre Dumas","1802-7-24"," pre French author."
"Fred. Law Olmsted Jr","1870-7-24","Fred. Law Olmsted Jr"
"Robert Graves","1895-7-24"," Claudius)."
"Amelia Earhart","1898-7-24"," into the wild blue yonder"
"Bella Abzug","1920-7-24"," (D-NY-Rep)"
"William Ruckelshaus","1932-7-24"," head of the Environmental Protection Agency."
"Willie Davis","1934-7-24"," Green Bay)."
"Adnan Khashnoggi","1935-7-24","Adnan Khashnoggi"
"Ruth Buzzi","1936-7-24"," in RI (Laugh-in)"
"Bob Lilly","1939-7-24"," NFL defensive tackle (Dallas Cowboys)."
"Chris Sarandon","1942-7-24","Chris Sarandon"
"Lynda Carter","1951-7-24"," Miss USA (Wonder Woman)"
"Earl Balfour","1848-7-25"," British prime minister (1902-05) and Author."
"Eric Hoffer","1902-7-25"," author (The True Believer)."
"Elias Canetti","1905-7-25"," Bulgarian writer (Nobel 1981)."
"Jack Gilford","1907-7-25","Jack Gilford"
"Frank Church","1924-7-25"," former US senator from Idaho."
"Estelle Getty","1924-7-25","Estelle Getty"
"Paul J. Weitz","1932-7-25"," STS-6)."
"Barbara Harris","1935-7-25","Barbara Harris"
"Janet Margolin","1943-7-25"," Actress (Take the Money and Run)"
"Donna Theodore","1945-7-25"," Bdwy singer"
"Walter Payton","1954-7-25"," NFL running back (Chicago Bears)."
"Louise Brown","1978-7-25"," in Lancashire England - World's 1st 'test tube baby'"
"George Clinton","1739-7-26"," 4th VP (1805-12)."
"Isaac Babbitt","1799-7-26"," US inventor of babbitt's metal for bearings."
"George Bernard Shaw","1856-7-26"," dramatist (Pygmalion) (Nobel 1925) in Dublin"
"Carl Jung","1875-7-26"," founded analytic psychology."
"Aldous Huxley","1894-7-26"," author (Brave New World)."
"Salvador Allende Gossens","1908-7-26"," Chile's last elected president (1970-73)."
"Bob Waterfield","1920-7-26"," NFL quarterback (Rams)."
"Jason Robards","1922-7-26"," Actor (A Thousand Clowns)."
"Blake Edwards","1922-7-26"," Movie director (10)"
"Marjorie Lord","1922-7-26"," Make Room For Daddy - The mommy"
"Stanley Kubrick","1928-7-26"," A Clockwork Orange)."
"Mary Jo Kopechne","1940-7-26"," Ted Kennedy's driving buddy"
"Mick Jagger","1943-7-26"," never gathers moss"
"Micki King","1944-7-26"," Olympic diver"
"Linda Harrison","1945-7-26"," in Berlin"
"Susan George","1950-7-26"," in England"
"Vitas Gerulaitis","1954-7-26"," Tennis player"
"Dorothy Hamill","1956-7-26"," Olympic Gold medal ice skater"
"Charlotte Corday","1768-7-27"," assassin of Jean-Paul Marat."
"George Biddle Airyy","1801-7-27"," seventh Astronomer Royal"
"Alexandre Dumas fils","1824-7-27"," novelist."
"Giosu Carducci","1835-7-27"," Italian poet (Nobel 1906)."
"Hilaire Belloc","1870-7-27"," English author."
"Leo Durocher","1906-7-27"," baseball coach."
"Keenan Wynn","1916-7-27"," Actor"
"Leonard Rose","1918-7-27"," concert cellist."
"Norman Lear","1922-7-27"," producer (All in The Family)"
"Jerry Van Dyke","1932-7-27"," Actor."
"Shirley Ann Field","1938-7-27"," in England"
"Barbara Ferris","1942-7-27"," in London England"
"Bobbie Gentry","1944-7-27"," What did Billi-Jo throw off the bridge"
"Betty Thomas","1947-7-27"," St Louis (Hill St Blues'-Sgt Lucy Bates)"
"Sally Struthers","1948-7-27"," (Gloria Stivic)"
"Peggy Fleming","1948-7-27"," Olympic gold medal ice skater"
"Maureen McGovern","1949-7-27"," singer"
"Ibn al-'Arabi","1165-7-28"," philosopher."
"Thomas Heyward","1746-7-28"," signer of the Declaration of Independence."
"Beatrix Potter","1866-7-28"," English children's author (Tale of Peter Rabbit)."
"Ernst Cassirer","1874-7-28"," educator (Essay on Man)."
"Marcel Duchamp","1887-7-28"," painter (Nude Descending a Staircase)."
"Rudy Vallee","1901-7-28"," singer (My Time Is Your Time)."
"Earl S. Tupper","1907-7-28"," inventor of Tupperware."
"Jacques Piccard","1922-7-28"," Swiss undersea explorer (bathyscaph Trieste)."
"Jacqueline Bouvier Kennedy Onassis","1929-7-28","Jacqueline Bouvier Kennedy Onassis"
"Bill Bradley","1943-7-28"," NY Knick"
"Mike Bloomfield","1943-7-28"," blues musician"
"Vida Blue","1949-7-28"," major-league pitcher."
"Terry Fox","1958-7-28"," ran "Marathon of Hope" across Canada."
"Lori Loughlin","1967-7-28"," in NY"
"Alica Hathaway Lee Roosevelt","1861-7-29"," 1st wife of Theodore Roosevelt."
"Booth Tarkington","1869-7-29"," Magnificent Ambersons)."
"Benito Mussolini (Il Duce)","1883-7-29"," Italian dictator."
"Tim Mara","1887-7-29"," NFL team owner (NY Giants)."
"William Powell","1892-7-29"," Actor (the Thin Man)."
"I.I. Rabi","1898-7-29"," Polish physicist."
"Eyvind Johnson","1900-7-29"," Swedish novelist (Return to Ithaca) (Nobel 1974)."
"Clara Bow","1905-7-29"," Saturday Night Kid)."
"Dag Hammarskjold","1905-7-29"," 2nd UN sec-gen (1953-61) (Nobel 1961)."
"Thelma Todd","1905-7-29"," Actress"
"Melvin Belli","1907-7-29"," in SF's 'King of Torts'"
"Mikis Theodorakis","1925-7-29"," Greek composer."
"Elizabeth Dole","1936-7-29"," US secretary of transportation."
"Giorgio Vasari","1511-7-30"," art historian (Vasari's Lives)."
"Emily Bront","1818-7-30"," English novelist (Wuthering Heights)."
"Thorstein Veblen","1857-7-30"," economist (Theory of the Leisure Class)."
"Henry Ford","1863-7-30"," automobile manufacturer"
"Vladimir Zworykin","1889-7-30"," father of TV."
"Casey Stengel","1890-7-30"," NY Yankee & Met manager"
"Henry Moore","1898-7-30"," English sculptor."
"C. Northcote Parkinson","1909-7-30"," historian."
"Chris McGuirre","1929-7-30","Chris McGuirre"
"Ben Piazza","1934-7-30"," Actor."
"Peter Bogdanovich","1939-7-30"," producer."
"Eleanor Smeal","1939-7-30"," head of National Organization for Women."
"Patricia Schroeder","1940-7-30"," (D-Colo-Rep)"
"Paul Anka","1941-7-30"," singer (Put your head on my Shoulder)"
"James Kent","1763-7-31"," legal scholar"
"Melville","1841-7-31","Melville"
"Jean Dubuffet","1901-7-31"," French painter."
"Milton Friedman","1912-7-31"," economist."
"Whitney Young","1921-7-31"," head of Urban League."
"France Nuyen","1939-7-31"," Actress (St. Elsewhere) in Marselles France"
"Geraldine Chaplin","1944-7-31","Geraldine Chaplin"
"Evonne Goolagong","1951-7-31"," Tennis plaer"
"Jean-Baptiste Lamarck","1744-8-1"," believed in inheritance of acquired traits"
"William Clark","1770-8-1"," explored Pacific Northwest with Lewis"
"Francis Scott Key","1779-8-1"," wrote 'Star-Spangled Banner'"
"Richard Henry Dana","1815-8-1"," spent 2 years before mast"
"Maria Mitchell","1818-8-1"," America's 1st woman astronomer on Nantucket Island"
"Herman Melville","1819-8-1"," Billy Budd)"
"Arthur Hill","1922-8-1"," Andromeda Strain)"
"Dom DeLuise","1933-8-1"," Actor (End)"
"Yves Saint-Laurent","1936-8-1"," fashion designer"
"Karen Black","1942-8-1"," Actress"
"Yuri V. Romanenko","1944-8-1"," 38)"
"Tempestt Bledsoe","1973-8-1"," (Cosby Show)"
"Mahmud I Ottoman","1696-8-2"," fought Austrians & Russians"
"R"mulo Gallegos","1884-8-2"," pres. (1948)"
"Myrna Loy","1905-8-2"," Emma) in Montana"
"Gary Merrill","1914-8-2"," Actor"
"Paul Laxalt","1922-8-2"," (R-Sen-Nev)"
"James Baldwin","1924-8-2"," American novelist (Another Country)"
"Carroll O'Conner","1924-8-2"," aka Archie Bunker"
"Betsy Bloomingdale","1926-8-2"," Dept Store mogul"
"Lamar Hunt","1932-8-2"," owner of NFL Kansas City Chiefs"
"Peter O'Toole","1933-8-2"," Beckett)"
"Valery Bykovsky","1934-8-2"," 31)"
"Bob Beamon","1946-8-2"," long jumper"
"Bertalan Farkas","1949-8-2"," 1st Hungarian space traveler (Soyuz 36)"
"Apollonia (Kotero)","1960-8-2"," Prince's main squeeze"
"Linda Fratianne","1960-8-2"," figure skater"
"Elisha Graves Otis","1811-8-3"," invented safe elevator"
"Stanley Earl Baldwin","1867-8-3"," 1935-37)"
"Rupert Brooke","1887-8-3"," British WW I poet (1914)"
"John T. Scopes","1900-8-3"," Tennessee teacher convicted for teaching evolution"
"John Stennis","1901-8-3"," (D-sen-Miss)"
"Habib Bourguiba","1902-8-3"," 1st president of Tunisia"
"Dolores Del Rio","1905-8-3"," Mexican Actress (What Price Glory?)"
"Mariyln Maxwell","1921-8-3","Mariyln Maxwell"
"Anne Klein","1923-8-3"," Fashion designer"
"Leon Uris","1924-8-3"," QB VII)"
"Tony Bennett","1926-8-3"," singer"
"Georgi S. Shonin","1935-8-3"," Soviet cosmonaut (Soyuz 6)"
"Lance Alworth","1940-8-3"," Dallas)"
"Martin Sheen","1940-8-3"," Actor (Subject Was Roses)"
"Nicolas-Jacque Conte","1755-8-4"," invented modern pencil"
"Percy Bysshe Shelley","1792-8-4"," poet"
"Knut Hamsun","1859-8-4"," Nazi (Hunger) (Nobel 1920)"
"Arturo Umberto Illia","1900-8-4"," president of Argentina (1963-66)"
"William Schuman","1910-8-4"," composer"
"Helen Thomas","1920-8-4"," journalist"
"David Russell Lange","1942-8-4"," )"
"Tina Cole","1943-8-4"," in Hollywood California"
"Mary Decker Tabb Slaney","1958-8-4"," Track star"
"Joseph Scaliger","1540-8-5"," proposed Julian dating"
"John Eliot","1604-8-5"," "Apostle to Indians " Bible translator"
"Thomas Lynch","1749-8-5"," signed Dec of Ind"
"Guy de Maupassant","1850-8-5"," French author"
"Mary R. Beard","1876-8-5"," historian"
"Conrad Aiken","1899-8-5"," critic"
"John Huston","1906-8-5"," film director & writer"
"Richard Kleindienst","1923-8-5"," former attorney general"
"Neil Armstrong","1930-8-5"," Apollo 11)"
"Joan Weldon","1933-8-5"," Gogo's singer"
"Leonid D. Kizim","1941-8-5"," T-15)"
"Samantha Sang","1953-8-5"," Singer"
"Charles VII","1697-8-6"," Holy Roman emperor (1742-45)"
"Alfred Lord Tennyson","1809-8-6"," poet laureate of England"
"Edith Kermit Carow Roosevelt","1861-8-6"," 2nd wife of Theodore Roosevelt"
"Sir Alexander Fleming","1881-8-6"," cashed in on penicillin (Nobel 1954)"
"Scott Nearing","1883-8-6"," author"
"Ken Strong","1906-8-6"," NY Giants)"
"Lucille Ball","1911-8-6"," Actress"
"Robert Mitchum","1917-8-6"," Actor"
"Ella Raines","1921-8-6"," Actress"
"William David Ford","1927-8-6"," (D-Mich-Rep)"
"Abbey Lincoln","1930-8-6","Abbey Lincoln"
"Ken Norton","1945-8-6"," heavyweight boxer (or 0809)"
"Sally Eaton","1947-8-6"," in Ill"
"Rep Carl C Perkins","1952-8-6"," D-Ky"
"Constantius II","317-8-7"," Roman emperor (337-61)"
"Carl Ritter","1779-8-7"," cofounder of modern science of geography"
"John Heathcoat","1783-8-7"," invented lace-making machinery"
"Mata Hari","1876-8-7"," spy"
"Louis Hazeltine","1886-8-7"," making radio possible"
"Louis Leakey","1903-8-7"," anthropologist"
"Ralph J Bunche","1904-8-7"," a founder & diplomat of UN (Nobel 1950)"
"Stan Freberg","1926-8-7"," Writer-producer"
"Don Larsen","1929-8-7"," on what must have been a perfect day"
"Ann Harding","1932-8-7","Ann Harding"
"B.J. Thomas","1942-8-7"," singer (Raindrops)"
"Anjanette Comer","1942-8-7"," in Dawson Tx"
"Garrison Keillor","1942-8-7","Garrison Keillor"
"Lana Cantrell","1943-8-7"," in Sydney Australia"
"Loni Anderson","1944-8-7"," in St Paul Minn (WKRP in Cincinnati)"
"Alberto Salazar","1958-8-7"," marathoner"
"Charles Bullfinch","1763-8-8"," 1st US professional architect"
"Emiliano Zapata","1879-8-8"," peasant leader"
"Sara Teasdale","1884-8-8"," poet"
"Paul Dirac","1902-8-8"," British theoretical physicist"
"Arthur Goldberg","1908-8-8"," former Supreme Court justice"
"Sylvia Sidney","1910-8-8"," Actress"
"Rudi Gernreich","1922-8-8"," miniskirt"
"Esther Williams","1923-8-8"," swimmer in Inglewood Cal"
"Jim Weaver","1927-8-8"," (D-rep-Ore)"
"Andy Warhol","1930-8-8"," movie producer"
"Mel Tillis","1932-8-8"," singer"
"Dustin Hoffman","1937-8-8"," Death of a Salesman) LA"
"Connie Stevens","1938-8-8"," Bkln"
"Svetlana Y. Savitskaya","1948-8-8"," T-12)"
"Izaac Walton","1593-8-9"," writer (Compleat Angler)"
"Amedeo Avogadro","1776-8-9"," 6.022 x 10 ^ 23"
"Elisha Ferry","1825-8-9"," 1889-93)"
"Jean Piaget","1896-8-9"," pioneer developmental psychologist"
"Ralph Wyckoff","1897-8-9"," American pioneer in x-ray crystallography"
"William A. Fowler","1911-8-9"," US astrophysicist (Nobel 1983)"
"Herman Talmadge","1913-8-9"," (Sen-D-Ga)"
"Ralph Houk","1919-8-9"," baseball manager"
"J. James Exon","1921-8-9"," (D-Neb-Sen)"
"Bob Cousy","1928-8-9"," NBA star"
"Jimmy Dean","1928-8-9"," Actor"
"Betty Boop","1930-8-9"," animation"
"Marvin Minsky","1932-8-9"," artificial intelligence worker"
"David Steinberg","1942-8-9"," Comedian-director"
"Sam Elliott","1944-8-9"," Actor"
"Melanie Griffith","1957-8-9"," Actress"
"Whitney Houston","1963-8-9"," Singer"
"Herbert Hoover","1874-8-10"," (R) 31st Pres (1929-1933)"
"Norma Shearer","1900-8-10","Norma Shearer"
"Angus Campbell","1910-8-10"," sociologist"
"Noah Beery Jr.","1916-8-10"," Actor (Tugboat Annie)"
"Rhonda Fleming","1923-8-10"," in Hollywood Calif"
"Martha Hyer","1924-8-10","Martha Hyer"
"Mike Douglas","1925-8-10"," TV Host"
"Eddie Fisher","1928-8-10"," singer"
"Jerry Falwell","1933-8-10"," Evangelist"
"Diana Muldaur","1938-8-10","Diana Muldaur"
"Betsy Johnson","1942-8-10","Betsy Johnson"
"Ronnie Spector","1943-8-10"," NYC"
"Robert Green Ingersol","1833-8-11"," agnostic"
"Sadi Carnot","1837-8-11"," French president (1887-94); assassinated"
"Joseph Weber","1867-8-11"," comedian (of Weber & Fields)"
"Lloyd Nolan","1902-8-11"," Peyton Place)"
"Alex Haley","1921-8-11"," American author (Roots)"
"Arlene Dahl","1924-8-11"," in Minnesota"
"Anna Massey","1937-8-11","Anna Massey"
"Elizabeth Holtzman","1941-8-11"," Bkln AG (D-Rep-NY)"
"Steve Wozniak","1950-8-11"," cofounded Apple Computer"
"Thomas Bewick","1753-8-12"," Aesop's Fables)"
"George IV","1762-8-12"," king of England (1820-30)"
"Robert Southey","1774-8-12"," biographer of Nelson"
"Juluis Rosenwald","1862-8-12"," philanthropist"
"Jacinto Benavente y Mart¡nez","1866-8-12"," Spanish dramatist (Nobel 1922)"
"Mary Roberts Rinehart","1876-8-12"," mystery writer"
"Christy Mathewson","1880-8-12"," HOF baseball pitcher"
"Cecil B deMille","1881-8-12"," directed God"
"Erwin Schrodinger","1887-8-12"," Austrian physicist (had a cat)"
"Mario Moreno","1911-8-12"," Mexican entertainer"
"Jane Wyatt","1912-8-12"," Mom knows best - Spock's mother in Campgaw NJ"
"Alex Wojciechowicz","1915-8-12"," Eagles)"
"Michael Kidd","1919-8-12"," Choreographer"
"Majorie Reynolds","1921-8-12"," in Buhl Idaho"
"Dale Bumpers","1925-8-12"," (Sen-D-Ark)"
"John Derek","1926-8-12"," Actor-director"
"Buck Owens","1929-8-12"," country singer"
"William Goldman","1931-8-12"," author (Lord of the Flies) (Nobel 1983)"
"George Hamilton","1939-8-12"," Actor"
"Deborah Walley","1941-8-12"," in Bridgeport Ct"
"William Caxton","1422-8-13"," 1st English printer (Histories of Troy)"
"Johann Christoph Denner","1655-8-13"," clarinet inventor"
"Anders Jonas Angstrom","1814-8-13"," founder of spectroscopy"
"Lucy Stone","1818-8-13"," pioneer in Woman's Rights"
"Sir George Gabriel Stokes","1819-8-13"," mathematician"
"Annie Oakley","1860-8-13"," frontier woman"
"Alfred Hitchcock","1899-8-13"," Rear Window)"
"Regis Toomey","1902-8-13"," Actor"
"Felix Wankel","1902-8-13"," German inventor (Wankel rotary-piston engine)"
"Charles (Buddy) Rodgers","1904-8-13"," Actor"
"Gene Raymond","1908-8-13"," Actor"
"John Beal","1909-8-13"," Actor"
"Ben Hogan","1912-8-13"," golfer"
"Frederick Sanger","1918-8-13"," 1980)"
"George Shearing","1920-8-13"," pianist"
"Neville Brand","1921-8-13"," Actor"
"Fidel Castro Ruz","1927-8-13"," Cuban political leader"
"Quinn Cummings","1967-8-13","Quinn Cummings"
"Hans Christian Oersted","1777-8-14"," chemist"
"John Galsworthy","1867-8-14"," English author (Forsyte Saga) (Nobel 1932)"
"Sir James Pitman","1901-8-14"," phonetic speller"
"John Ringling North","1903-8-14"," circus director"
"Nehemiah Persoff","1920-8-14"," Actor"
"Maurice Richard","1924-8-14"," NHL player"
"Russell Baker","1925-8-14"," columnist"
"Alice Ghostly","1926-8-14"," in Montana"
"Buddy Greco","1926-8-14"," Singer"
"David Crosby","1941-8-14"," rocker"
"Connie Smith","1941-8-14"," singer"
"Robyn Smith","1944-8-14"," jockey"
"Susan St. James","1946-8-14"," Kate & Allie) LA"
"Princess Anne","1950-8-14"," of England"
"Deborah Meyer","1952-8-14"," swimmer in Annapolis Maryland"
"Earvin (Magic) Johnson","1958-8-14"," NBA star (LA Lakers)"
"Luigi Pulci","1432-8-15"," Italian poet (Morgante)"
"Frederick William I","1688-8-15"," king of Prussia"
"Napoleon Bonaparte","1769-8-15"," 1814-15)"
"Sir Walter Scott","1771-8-15"," poet (Lady of Lake)"
"Sir James Douglas","1803-8-15"," father of British Columbia"
