"Florence Kling DeWolfe Harding","1860-8-15"," 1st lady"
"Ethel Barrymore","1879-8-15"," TV Actress"
"TE Lawrence","1888-8-15"," writer (aka Lawrence of Arabia)"
"Bill Baird","1904-8-15"," puppeteer"
"Julia Child","1912-8-15"," chef"
"Wendy Hiller","1912-8-15"," Actress"
"Phyllis Schlafly","1924-8-15"," St. Louis"
"Robert Bolt","1924-8-15"," Playwright"
"Rose Marie","1925-8-15"," Actress"
"Mike Conners","1925-8-15"," Actor"
"Janice Rule","1931-8-15"," Actress in Norwood Ohio"
"Lori Nelson","1933-8-15","Lori Nelson"
"Abby Dalton","1935-8-15"," in Las Vegas"
"Vernon Jordan","1935-8-15"," Civil rights activist"
"Jim Dale","1935-8-15"," musical entertainer"
"Barbara Bouchet","1943-8-15","Barbara Bouchet"
"Linda Ellerbee","1944-8-15"," Broadcast journalist & author"
"Bernard MacFadden","1868-8-16"," True Romances)"
"Hugo Gernsback","1884-8-16"," science fiction writer"
"Harold Foster","1892-8-16"," created "Prince Valiant""
"George Meany","1894-8-16"," NYC"
"Wendell Stanley","1904-8-16"," 1st to crystallize a virus (Nobel '46)"
"Franz Josef II","1906-8-16"," )"
"Menachem Begin","1913-8-16"," Israeli PM (1977-83) (Nobel 1978)"
"Fess Parker","1925-8-16"," Actor (Davy Crockett)"
"Ann Blyth","1928-8-16"," Actress in Mt Kisko NY"
"Robert Culp","1930-8-16"," Actor (I Spy)"
"Frank Gifford","1930-8-16"," sportscaster"
"Ted Hughes","1930-8-16"," )"
"Betsy Von Furstenberg","1931-8-16"," in Germany"
"Eydie Gorme","1932-8-16"," in Bronx NY"
"Stuart (Smoky) Roosa","1933-8-16"," US astronaut (Apollo 14)"
"Julie Newmar","1935-8-16","Julie Newmar"
"Anita Gillette","1936-8-16"," in Baltimore Md"
"Carole Shelley","1939-8-16"," in London"
"Valeri V. Ryumin","1939-8-16"," 32)"
"Leslie Ann Warren","1946-8-16"," NYC"
"Madonna (Ciccone)","1958-8-16"," in Bay City Michigan"
"Timothy Hutton","1960-8-16"," Actor"
"Pierre de Fermat","1601-8-17"," mathematician who needed wider margins"
"Davy Crockett","1786-8-17"," soldier"
"Eric Drummond","1876-8-17"," League of Nations (1919-33)"
"Samuel Goldwyn","1882-8-17"," movie producer"
"Marcus Garvey","1887-8-17"," began back-to-Africa movement among US blacks"
"Mae West","1892-8-17"," Go up & see her sometime"
"Franklin D. Roosevelt Jr.","1914-8-17"," son of FDR"
"Maureen O'Hara","1921-8-17"," in Dublin Ireland"
"Larry Rivers","1923-8-17"," painter"
"Boog Powell","1941-8-17"," baseball player"
"Robert De Niro","1943-8-17"," Actor"
"Belinda Carlisle","1958-8-17"," (GoGos lead singer)"
"Sean Penn","1960-8-17"," (Fast Times at Ridgemont High)"
"Virginia Dare","1587-8-18"," 1st American born of English parents"
"Brook Taylor","1685-8-18"," discoverer of Taylor's Theorem"
"Antonio Salieri","1750-8-18"," Italian composer"
"Meriwether Lewis","1774-8-18"," American explorer"
"Fabian Gottlieb von Bellinghausen","1778-8-18"," 1st to circumnavigate Antarctica"
"John Earl Russell 1st","1792-8-18"," 1865-66)"
"Marshall Field","1834-8-18"," founder of a Chicago-based store chain"
"Max FActor Jr","1904-8-18","Max FActor Jr"
"Caspar Weinberger","1917-8-18"," US secretary of defense (1981-87)"
"Shelley Winters","1922-8-18"," St Louis Mo Actress"
"Rosalynn Carter","1927-8-18"," Pres Carter's main lust"
"Roman Polanski","1933-8-18"," Repulsion)"
"Roberto Clemente","1934-8-18"," pro baseball player (Pittsburgh Pirates)"
"Gail Fisher","1935-8-18"," in Orange NJ"
"Rafer Johnson","1935-8-18"," decathelete"
"Robert Redford","1937-8-18"," Great Gatsby)"
"Martin Mull","1943-8-18"," Actor-comedian"
"Malcolm-Jamal Warner","1970-8-18"," (Cosby Show)"
"I$igo L¢pez","1398-8-19"," Spanish poet"
"John Dryden","1631-8-19"," 1st poet laureate of England (Absalom & Achitophel)"
"John Flamsteed","1646-8-19"," 1st astronomer royal of England"
"Robert Fulton","1765-8-19"," inventor"
"Seth Thomas","1785-8-19"," pioneer in mass production of clocks"
"Minna Canth","1844-8-19"," Finnish novelist & dramatist"
"Bernard Baruch","1870-8-19"," presidential adviser"
"Orville Wright","1871-8-19"," an aviator"
"Manuel Quezon","1878-8-19"," 1st president of Philippine Commonwealth (1935-42)"
"Arthur Waley","1889-8-19"," translator from Chinese & Japanese"
"Ogden Nash","1902-8-19"," American humorous poet (I'm a Stranger Here Myself)"
"Thurston Morton","1907-8-19"," former US senator from Kentucky"
"Willie Shoemaker","1931-8-19"," jockey"
"Debra Paget","1933-8-19","Debra Paget"
"Jill St John","1940-8-19"," in LA (Diamonds are Forever)"
"Sue Barker","1956-8-19","Sue Barker"
"Bernardo O'Higgins","1778-8-20"," won independence for Chile"
"Benjamin Harrison","1833-8-20"," Ohio"
"Raymond Poincare","1860-8-20"," president"
"Eliel Saarinen","1873-8-20"," Finnish architect"
"Edgar A Guest","1881-8-20"," poet"
"Salvatore Quasimodo","1901-8-20"," translator (Nobel 1959)"
"Jacqueline Susann","1921-8-20"," writer (Valley of the Dolls)"
"Lola Albright","1925-8-20"," in Ohio"
"George Mitchell","1933-8-20"," (Sen-D-Me)"
"Jean-Loup Chretien","1938-8-20"," 1st French traveler in space (on Soyuz T-6)"
"Sam Melville","1940-8-20"," Actor"
"Isaac Hayes","1942-8-20"," composer"
"Rajiv Gandhi","1944-8-20"," )"
"Connie Chung","1946-8-20"," TV newscaster (NBC)"
"Guy Lafleur","1951-8-20"," NHL star"
"Philip II Augustus","1165-8-21"," 1st great Capetian king of France (1179-1223)"
"Hubert Gautier","1660-8-21"," wrote 1st book on bridge building"
"William IV","1765-8-21"," king of England (1830-37)"
"Aubrey Beardsley","1872-8-21"," English artist (or 0824)"
"Count Basie","1906-8-21"," musician"
"Princess Margaret","1930-8-21"," of England"
"Mart Crowley","1936-8-21"," playwright"
"Wilt Chamberlain","1936-8-21"," NBA great"
"Kenny Rogers","1938-8-21"," singer"
"Clarence Williams III","1939-8-21"," (Mod Squad)"
"Jackie DeShannon","1944-8-21"," in Kentucky"
"Patty McCormack","1945-8-21"," Actress"
"Jim McMahon","1959-8-21"," Chicago Bears QB"
"Matthew Broderick","1962-8-21"," Actor (Ferris Buehler)"
"Archibald M. Willard","1836-8-22"," American artist (Spirit of '76)"
"Claude Debussy","1862-8-22"," Clair de lune)"
"Mel Hein","1909-8-22"," NFL center (NY Giants)"
"Ray Bradbury","1920-8-22"," sci-fi author (Fahrenheit 451)"
"Karlheinz Stockhausen","1928-8-22"," composer"
"Honor Blackman","1929-8-22"," in London"
"Gerald P. Carr","1932-8-22"," US astronaut (Skylab 4)"
"Sylvia Koscina","1933-8-22","Sylvia Koscina"
"Diana Sands","1934-8-22","Diana Sands"
"Valerie Harper","1940-8-22"," Valerie)"
"Kathy Lennon","1942-8-22"," singer in Santa Monica"
"Cindy Williams","1947-8-22"," Actress (Laverne & Shirley) in Van Nuys Cal"
"Diana Nyad Swimmer","1949-8-22","Diana Nyad Swimmer"
"Louis XVI","1754-8-23"," king of France (1774-92); guillotined"
"Oliver Hazard Perry","1785-8-23"," American commander at Battle of Lake Erie"
"Edgar Lee Masters","1869-8-23"," American poet (Spoon River Anthology)"
"James (Sunny Jim) Rolph","1869-8-23"," MUNI backer"
"John Sherman Cooper","1901-8-23"," senator"
"Gene Kelly","1912-8-23"," dancer/Actor"
"Vera Miles","1930-8-23"," Actress"
"Mark Russell","1932-8-23"," raconteur"
"Sonny Jurgensen","1934-8-23"," Redskins)"
"Barbara Eden","1934-8-23"," Az (I dream of Jeannie)"
"Patricia McBride","1942-8-23"," ballerina"
"Ron Blomberg","1948-8-23"," future designated hitter"
"Shelley Long","1949-8-23"," in Fort Wayne Indiana"
"Robert Herrick","1591-8-24"," English poet (Gather ye rosebuds) (baptized)"
"Sir Daniel Gooch","1816-8-24"," laid 1st successful transatlantic cables"
"Max Beerbohm","1872-8-24"," writer"
"William Francis Gibbs","1886-8-24"," designed Liberty ships"
"Albert Claude","1898-8-24"," Belgian physician (Nobel 1974)"
"Jorge Luis Borges","1899-8-24"," Argentine writer of fiction & essays"
"Fernand Braudel","1902-8-24"," French historian"
"Gerry Cooney","1956-8-24"," boxer"
"Ivan IV (the Terrible)","1530-8-25"," 1st tsar of Russia (1533-84)"
"Allan Pinkerton","1819-8-25"," founder of Chicago detective agency"
"Bret Harte","1836-8-25"," writer (Outcasts of Poker Flat)"
"Theodor Kocher","1841-8-25"," thyroid specialist (Nobel 1909)"
"Ludwig II","1845-8-25"," mad king of Bavaria (1864-86)"
"Ruby Keeler","1909-8-25"," in Halifax NS"
"Michael Rennie","1909-8-25"," (Klatuu-Day the Earth Stood Still)"
"Walt Kelly","1913-8-25"," creator of "Pogo.""
"Van Johnson","1916-8-25"," Actor"
"Leonard Bernstein","1918-8-25"," conductor-composer"
"George C. Wallace","1919-8-25"," (D-gov-Ala) pres candidate"
"Althea Gibson","1927-8-25"," 1st black tennis champion in a major event"
"Sean Connery","1930-8-25"," Man Who Would Be King)"
"Sir Robert Walpole","1676-8-26"," 1721-42"
"Johann Lambert","1728-8-26"," proved ã is irrational"
"Lee De Forest","1873-8-26"," invented Audion vacuum (radio) tube in Council Bluffs"
"Guillaume Apollinaire","1880-8-26"," French poet"
"Jules Romains","1885-8-26"," poet (Men of Good Will)"
"Gen. Maxwell D. Taylor","1901-8-26"," former US Army chief of staff"
"Christopher Isherwood","1904-8-26"," playwright (I Am a Camera)"
"Dr Albert Sabin","1906-8-26"," polio vaccine discoverer"
"Julio Cort zar","1914-8-26"," Argentine writer (We Love Glenda So Much)"
"William French Smith","1917-8-26"," Former Attorney General"
"Ben Bradlee","1921-8-26"," journalist (Wash Post)"
"Francois Leydet","1927-8-26","Francois Leydet"
"Joseph H. Engle","1932-8-26"," 51I)"
"Geraldine Ferraro","1935-8-26"," 1st female major-party VP candidate"
"Candy Moore","1947-8-26"," in Maplewood NJ"
"Valerie Simpson","1948-8-26"," Ashford's partner"
"John Kinsella","1952-8-26"," swimmer"
"G.W.F. Hegel","1770-8-27"," invented dialectic"
"Hannibal Hamlin","1809-8-27"," 15th VP (1861-65)"
"Charles Gates Dawes","1865-8-27"," 30th VP (1925-29) (Nobel 1925)"
"Theodore Dreiser","1871-8-27"," An American Tragedy)"
"C.S. Forester","1899-8-27"," created of Horatio Hornblower"
"Lyndon B Johnson","1908-8-27"," 36th Pres (1963-1969)"
"Mother Teresa","1910-8-27"," of Calcutta (Nobel 1979)"
"Walter Heller","1915-8-27"," economist"
"Martha Raye","1916-8-27"," denture wearer"
"Ira Levin","1929-8-27"," This Perfect Day)"
"Tommy Sands","1937-8-27"," singer"
"Yuri V. Malyshev","1941-8-27"," T-11)"
"Susan 'Tuesday' Weld","1943-8-27"," in NYC"
"George Villiers","1592-8-28"," royal minister to James I"
"Johann Wolfgang von Goethe","1749-8-28"," social philosopher (Faust)"
"Elizabeth Ann Bayley Seton","1774-8-28"," 1st American Catholic saint"
"Leo Tolstoy","1828-8-28"," social philosopher (War & Peace)"
"Lucy Ware Webb Hayes","1831-8-28"," 1st lady"
"Sir Edward Burne-Jones","1833-8-28"," designer"
"Charles Boyer","1889-8-28"," American film star"
"Sir John Betjeman","1906-8-28"," poet laureate of England (Mt. Zion)"
"Nancy Kulp","1921-8-28"," in Penn"
"Donald O'Connor","1925-8-28"," Actor"
"Ben Gazzara","1930-8-28"," Actor (Run for Your Life)"
"Cassie Mackin","1939-8-28"," NBC Newswoman"
"William Cohen","1940-8-28"," (Sen-R-Me)"
"Richard Sanders","1940-8-28"," Actor"
"Lou Piniella","1943-8-28"," Baseball manager"
"David Soul","1943-8-28"," Actor"
"Ron 'Louisana Lightning' Guidry","1950-8-28","Ron 'Louisana Lightning' Guidry"
"Scott Hamilton Skating","1958-8-28"," champion"
"Emma Samms (Samuels)","1960-8-28"," General Hospital)"
"John Locke","1632-8-29"," British empiricist philosopher"
"Jean Ingres","1780-8-29"," French painter"
"Oliver Wendell Holmes","1809-8-29"," Mass"
"Anna Ella Carroll","1815-8-29"," American writer"
"Maurice Maeterlinck","1862-8-29"," Belgian Symbolist poet (Nobel 1911)"
"Valery Nicolas Larbaud","1881-8-29"," translator"
"Lyman L. Lemnitzer","1899-8-29"," Marine Corps general"
"Barry Sullivan","1912-8-29"," American Actor"
"Ingrid Bergman","1915-8-29"," Actress (Casablanca) in Sweden"
"George Montgomery","1916-8-29"," Actor"
"Isabel Sanford","1917-8-29"," Actress"
"Richard Attenborough","1923-8-29"," Young Winston)"
"David Pryor","1934-8-29"," (Sen-D-Ark)"
"Peter Jennings","1938-8-29"," ABC anchor"
"Elliot Gould","1938-8-29"," Actor (M*A*S*H)"
"William Friedkin","1939-8-29"," director (Exorcist)"
"Wilhelm Ruska","1940-8-29"," world judo champion"
"Robin Leach","1941-8-29"," (Life Styles of Rich & Famous)"
"Wyomia Tyus","1945-8-29"," (Olympic Runner)"
"Michael Jackson","1958-8-29"," singer (Thriller)"
"Jacques-Louis David","1748-8-30"," French Neoclassical painter"
"Mary Shelley","1797-8-30"," author (Frankenstein)"
"Ellen Lewis Herndon Arthur","1837-8-30"," wife of president Chester A. Arthur"
"Ernest Rutherford","1871-8-30"," phycist"
"Theodor Svedberg","1884-8-30"," worked with colloids (Nobel '26)"
"Huey P. Long","1893-8-30"," (gov-sen-La)"
"Raymond Massey","1896-8-30"," Actor"
"John Gunther","1901-8-30"," writer"
"Roy Wilkins","1901-8-30"," director of NAACP"
"Shirley Booth","1907-8-30"," NY - Hazel"
"Fred MacMurray","1908-8-30"," My Three Sons)"
"Joan Blondell","1909-8-30"," in NY"
"Ted Williams","1918-8-30"," Boston Red Sox"
"Regina Resnik","1922-8-30"," mezzo-soprano"
"John L. Swigert Jr.","1931-8-30"," US astronaut (Apollo 13)"
"Elizabeth Ashley","1941-8-30"," in Florida"
"R. Crumb","1943-8-30"," cartoonist"
"Jean-Claude Killy","1943-8-30"," skier"
"Peggy Lipton","1947-8-30"," NYC (Mod Squad)"
"Timothy Bottoms","1951-8-30"," Actor"
"Maria Montessori","1870-8-31"," educator"
"Arthur Godfrey","1903-8-31"," TV host"
"Sir Bernard Lovell","1903-8-31"," founded Jodrell Bank"
"William Saroyan","1908-8-31"," playwright (Time of Your Life)"
"Alan Jay Lerner","1918-8-31"," composer"
"Buddy Hackett","1924-8-31"," comedian"
"James Coburn","1928-8-31"," Actor"
"Eldridge Cleaver","1935-8-31"," Black Panther turned Republican"
"Warren Berlinger","1937-8-31"," Actor"
"Itzhak Perlman","1945-8-31"," violinist"
"Leonid I. Popov","1945-8-31"," T-7)"
"Edward Moses","1958-8-31"," track star"
"Lydia Sigourney","1791-9-1"," American religious author (How to Be Happy)"
"Engelbert Humperdinck","1854-9-1"," German opera composer"
"James 'Gentleman Jim' Corbett","1866-9-1"," Prize fighter"
"Edgar Rice Burroughs","1875-9-1"," novelist (Tarzan)"
"Ray Flaherty","1904-9-1"," AAFC coach"
"Walter Reuther","1907-9-1"," president of UAW & CIO"
"Yvonne De Carlo","1922-9-1"," (Ten Commandments) in Vancouver BC"
"Melvin Laird","1922-9-1"," sec of defense"
"Vittorio Gassman","1922-9-1"," Actor"
"Rocky Marciano","1923-9-1"," Boxer"
"Conway Twitty","1933-9-1"," country singer"
"Seiji Ozawa","1935-9-1"," Japanese orchestra conductor"
"Lily Tomlin","1939-9-1"," All of Me)"
"Barry Gibb","1946-9-1"," singer"
"Queen Liliuokalani","1838-9-2"," last queen of Hawaii (1891-93)"
"Henry George","1839-9-2"," writer (Progress & Poverty)"
"Wilhelm Ostwald","1853-9-2"," German physical chemist (Nobel 1909)"
"Hiram Johnson","1866-9-2"," Progressive"
"Allan Drury","1918-9-2"," author"
"Martha Mitchell","1918-9-2"," wife of Attorney General"
"Peter Ueberroth","1937-9-2"," baseball commissioner"
"Terry Bradshaw","1948-9-2"," NFL quarterback (Pittsburgh Steelers)"
"Mark Harmon","1951-9-2","Mark Harmon"
"Jimmy Connors","1952-9-2"," tennis brat"
"Linda Purl","1955-9-2","Linda Purl"
"Nicolo Amati","1596-9-3"," Italian violin maker"
"Prudence Crandall","1803-9-3"," founder of school for "young ladies of colour.""
"Sarah Orne Jewett","1849-9-3"," author"
"Louis Sullivan","1856-9-3"," father of modern US architecture"
"Edward A. Filene","1860-9-3"," established US credit union movement"
"Andrew Brewin","1907-9-3"," cofounder of New Democratic Party"
"Alan Ladd","1913-9-3","Alan Ladd"
"Kitty Carlisle-Hart","1915-9-3"," game show panelist"
"Anne Jackson","1926-9-3"," in Penn"
"Eileen Brennan","1935-9-3"," in LA"
"Valerie Perrine","1943-9-3"," Slaughterhouse 5)"
"Charlie Sheen","1965-9-3","Charlie Sheen"
"Fran‡ois Rene de Chateaubriand","1768-9-4"," statesman"
"Marcus Whitman","1802-9-4"," missionary"
"Sarah Childress Polk","1803-9-4"," 1st lady"
"Donald McKay","1810-9-4"," builder of fastest clipper ships"
"Anton Bruckner","1824-9-4"," Wagner disciple"
"Daniel Burnham","1846-9-4"," built skyscrapers"
"Darius Milhaud","1872-9-4"," composer"
"Paul Osborn","1901-9-4"," playwright"
"Richard Wright","1908-9-4"," Uncle Tom's Children)"
"Henry Ford II","1917-9-4"," businessman"
"Paul Harvey Radio","1918-9-4"," news commentator"
"Howard Morris","1919-9-4","Howard Morris"
"Craig Claiborne","1920-9-4"," NY Times"
"Rep Robert J Lagomarsino","1926-9-4"," R-Calif"
"Thomas Eagleton","1929-9-4"," (D-Sen-Mo)"
"Mitzi Gaynor","1931-9-4"," in Chicago Ill"
"Tom Watson","1949-9-4"," Golfer"
"Judith Ivey","1951-9-4","Judith Ivey"
"Danny Ponce","1972-9-4","Danny Ponce"
"Louis VIII","1187-9-5"," king of France (1223-26)"
"Louis XIV","1638-9-5"," king of France (1643-1715)"
"Johann Christian Bach","1735-9-5"," son of J.S. Bach (English Bach)"
"Jesse James","1847-9-5"," outlaw"
"Darryl F Zanuck","1902-9-5"," Hollywood producer & motion picture executive"
"Arthur Koestler","1905-9-5"," Hungarian-born writer (Darkness at Noon)"
"John Cage","1912-9-5"," composer (Silence)"
"Arthur C. Nielsen","1923-9-5"," market researcher (or 1897)"
"Paul Volcker","1927-9-5"," Federal Reserve chairman"
"Andrian G. Nikolayev","1929-9-5"," Soyuz 9)"
"Bob Newhart","1929-9-5"," Actor"
"Carol Lawrence","1934-9-5"," dancer & Actress"
"William Devane","1937-9-5","William Devane"
"Raquel Welch","1940-9-5"," 100 Rifles)"
"Marquis de Lafayette","1757-9-6"," French revolutionary"
"John Dalton","1766-9-6"," developed atomic theory of matter"
"Horatio Greenough","1805-9-6"," writer"
"James Melville Gilliss","1811-9-6"," founded Naval Observatory in Washington"
"Sir George Cartier","1814-9-6"," Canadian co-prmie minister (1858-62)"
"Jane Addams","1860-9-6"," American pacifist/social worker/feminist (Nobel 1931)"
"Joseph P. Kennedy","1888-9-6"," Financier-diplomat"
"Billy Rose","1899-9-6"," Theatrical producer"
"Jo Anne Worley Lowell","1937-9-6"," (Laugh-in)"
"Linda Kaye Henning","1944-9-6"," in Cal (Petticoat Junction)"
"Swoosie Kurtz","1944-9-6","Swoosie Kurtz"
"Jane Curtin","1947-9-6"," Kate & Allie"
"Queen Elizabeth I","1533-9-7"," daughter of Henry VIII"
"Catherine Parr","1548-9-7"," 6th & last wife of Henry VIII"
"George-Louis Leclerc","1707-9-7"," writer on natural history"
"Fran‡ois-Andre Philidor","1726-9-7"," chess champion & musician"
"August Kekule von Stradonitz","1829-9-7"," discovered structure of benzene ring"
"Sir Henry Campbell-Bannerman","1836-9-7"," British P.M. (1905-08)"
"Grandma Moses","1860-9-7"," American primitive painter"
"Paul Brown","1908-9-7"," Cincinnati"
"Dr. Michael E. De Bakey","1908-9-7"," artificial heart pioneer"
"Elia Kazan","1909-9-7","Elia Kazan"
"Anthony Quayle","1913-9-7"," Lawrence of Arabia)"
"James Van Allen","1914-9-7"," discovered radiation belts"
"Peter Lawford","1923-9-7"," Little Women)"
"Daniel Inouye","1924-9-7"," chair of Iran-Contra hearings"
"Sonny Rollins","1930-9-7"," saxophonist"
"Baudouin I","1930-9-7"," )"
"Buddy Holly","1936-9-7"," That'll Be the Day)"
"Richard Roundtree","1942-9-7"," Earthquake)"
"Chrissie Hynde","1950-9-7"," (Pretenders)"
"Judy Kavner","1951-9-7"," in LA"
"Linda Kaye Miller","1953-9-7","Linda Kaye Miller"
"Corbin Bernsen","1954-9-7"," (LA Law)"
"King Richard I","1157-9-8"," of England"
"Frederic Mistral","1830-9-8"," Proven‡al poet (Nobel 1904)"
"Anton¡n Dvor k","1841-9-8"," composer (New World Symphony)"
"Robert A. Taft","1889-9-8"," (sen)"
"Claude D. Pepper","1900-9-8"," US congressman"
"Hillary Brooke","1914-9-8"," Abbott & Costello's neighbor"
"Sid Caesar","1922-9-8"," comedian"
"Peter Sellers","1925-9-8"," Kato)"
"Denise Darcel","1925-9-8"," in Paris France"
"Virna Lisi","1937-9-8"," Actress"
"Sam Nunn","1938-9-8"," (D-Ga-Sen)"
"Frankie Avalon","1940-9-8"," (Beach movies)"
"Heather Thomas","1957-9-8"," in Greenwich Ct"
